District,Street,Community,Coordinates,flagC,flagQ
拱墅,湖滨,吴山路1号,,,
拱墅,湖滨,五福里,,,
拱墅,湖滨,元华公寓,,,
拱墅,湖滨,仁和路,,,
拱墅,湖滨,平海路小区,,,
拱墅,湖滨,长生路48号,,,
拱墅,湖滨,广厦西湖时代广场,,,
拱墅,湖滨,劝业里,,,
拱墅,湖滨,绿城元福里,,,
拱墅,湖滨,湖滨公寓,,,
拱墅,湖滨,里仁坊巷5号,,,
拱墅,火车东站 ,东门大厦,,,
拱墅,火车东站 ,红街天城,,,
拱墅,火车东站 ,恒祺克拉天玺,,,
拱墅,火车东站 ,悦郡城,,,
拱墅,火车东站 ,天庐苑,,,
拱墅,火车东站 ,明桂南苑,,,
拱墅,火车东站 ,明桂苑,,,
拱墅,火车东站 ,明桂北苑,,,
拱墅,火车东站 ,广宇东港空间,,,
拱墅,火车东站 ,新风丽都北苑,,,
拱墅,火车东站 ,东港嘉苑三区,,,
拱墅,火车东站 ,新风丽都南苑,,,
拱墅,火车东站 ,新和嘉苑,,,
拱墅,火车东站 ,东港嘉苑一区,,,
拱墅,火车东站 ,东港嘉苑二区,,,
拱墅,火车东站 ,广宇东润大厦,,,
拱墅,火车东站 ,东渡酩悦,,,
拱墅,火车东站 ,红街公寓,,,
拱墅,火车东站 ,新风悦居,,,
拱墅,火车东站 ,时光悦酩公寓,,,
拱墅,火车东站 ,东方尚城东区,,,
拱墅,火车东站 ,天城府,,,
拱墅,火车东站 ,锦润公寓,,,
拱墅,火车东站 ,东方尚城西区,,,
拱墅,火车东站 ,滨江曙光之城,,,
拱墅,火车东站 ,东方尚城南区,,,
拱墅,火车东站 ,紫玉福邸,,,
拱墅,火车东站 ,世茂国贸天誉湾,,,
拱墅,笕桥 ,杭州明石商业大厦,,,
拱墅,笕桥 ,浙商国际中心,,,
拱墅,笕桥 ,大世界五金城,,,
拱墅,笕桥 ,横塘景苑,,,
拱墅,笕桥 ,笕桥花苑,,,
拱墅,笕桥 ,美达浅草名苑,,,
拱墅,笕桥 ,草庄景墅,,,
拱墅,笕桥 ,石桥路151号,,,
拱墅,笕桥 ,金禾嘉苑,,,
拱墅,笕桥 ,原筑壹号,,,
拱墅,笕桥 ,浜河海棠景轩,,,
拱墅,笕桥 ,晟世黎明嘉苑一区,,,
拱墅,笕桥 ,水墩苑一区,,,
拱墅,笕桥 ,首开德胜上郡,,,
拱墅,笕桥 ,万科草庄,,,
拱墅,笕桥 ,金色黎明一期,,,
拱墅,笕桥 ,万科公园大道,,,
拱墅,笕桥 ,金色黎明三期,,,
拱墅,笕桥 ,百郦玲珑府,,,
拱墅,笕桥 ,金色黎明二期,,,
拱墅,笕桥 ,森临澜府,,,
拱墅,笕桥 ,春棠澜府,,,
拱墅,笕桥 ,揽月臻翠府,,,
拱墅,笕桥 ,春来雅庭,,,
拱墅,笕桥 ,绿城春来晓园,,,
拱墅,笕桥 ,融创玖樟台,,,
拱墅,湖墅 ,红石中央大厦,,,
拱墅,湖墅 ,红石商务大厦,,,
拱墅,湖墅 ,莫干巷,,,
拱墅,湖墅 ,耀江国际大厦,,,
拱墅,湖墅 ,中环大厦,,,
拱墅,湖墅 ,白马大厦,,,
拱墅,湖墅 ,华龙商务大厦,,,
拱墅,湖墅 ,日森大厦,,,
拱墅,湖墅 ,密渡桥路8号,,,
拱墅,湖墅 ,银都大厦,,,
拱墅,湖墅 ,湖墅南路251号,,,
拱墅,湖墅 ,新世纪大厦,,,
拱墅,湖墅 ,湖墅南路99号,,,
拱墅,湖墅 ,莫干山路94号,,,
拱墅,湖墅 ,湖墅南路394号,,,
拱墅,湖墅 ,徐公巷,,,
拱墅,湖墅 ,万物桥巷,,,
拱墅,湖墅 ,莫干山路90号,,,
拱墅,湖墅 ,米市新村,,,
拱墅,湖墅 ,五一新村,,,
拱墅,湖墅 ,百大花园,,,
拱墅,湖墅 ,宗坛巷,,,
拱墅,湖墅 ,长征新村,,,
拱墅,湖墅 ,小河东村,,,
拱墅,湖墅 ,米市巷,,,
拱墅,湖墅 ,稻香园北区,,,
拱墅,湖墅 ,沈塘东村,,,
拱墅,湖墅 ,湖墅南路60号,,,
拱墅,湖墅 ,锦绣新村,,,
拱墅,湖墅 ,大塘新村,,,
拱墅,湖墅 ,湖墅南路261号,,,
拱墅,湖墅 ,密渡桥路3号,,,
拱墅,湖墅 ,沈塘桥19弄,,,
拱墅,湖墅 ,三官弄,,,
拱墅,湖墅 ,莫干新村,,,
拱墅,湖墅 ,圣都公寓,,,
拱墅,湖墅 ,湖墅南路62号,,,
拱墅,湖墅 ,半道红小区,,,
拱墅,湖墅 ,古新路,,,
拱墅,湖墅 ,湖墅南路247号,,,
拱墅,湖墅 ,稻香园南区,,,
拱墅,湖墅 ,左家新村,,,
拱墅,湖墅 ,莫干山路132号,,,
拱墅,湖墅 ,叶青苑,,,
拱墅,湖墅 ,密渡桥路2号,,,
拱墅,湖墅 ,沈塘铭苑,,,
拱墅,湖墅 ,一清新村,,,
拱墅,湖墅 ,新河坝,,,
拱墅,湖墅 ,沈塘桥弄13号,,,
拱墅,湖墅 ,叶青随苑,,,
拱墅,湖墅 ,锦绣家园,,,
拱墅,湖墅 ,武林公寓,,,
拱墅,湖墅 ,星河明苑,,,
拱墅,湖墅 ,稻香园高层公寓,,,
拱墅,湖墅 ,文一路21号,,,
拱墅,湖墅 ,沈塘桥弄,,,
拱墅,湖墅 ,华龙温泉公寓,,,
拱墅,湖墅 ,维元弄,,,
拱墅,湖墅 ,沈塘苑,,,
拱墅,湖墅 ,远东新月公寓,,,
拱墅,湖墅 ,红石公寓,,,
拱墅,湖墅 ,莫干山路38号,,,
拱墅,湖墅 ,莫干山路,,,
拱墅,湖墅 ,浅水湾城市花园,,,
拱墅,湖墅 ,莫干山路60号,,,
拱墅,湖墅 ,新河公寓,,,
拱墅,湖墅 ,红石中央花苑,,,
拱墅,湖墅 ,嘉璟华庭,,,
拱墅,湖墅 ,白马公寓,,,
拱墅,湖墅 ,新华园,,,
拱墅,湖墅 ,湖墅南路268号,,,
拱墅,湖墅 ,武林壹号,,,
拱墅,建国北路 ,河滨商务楼,,,
拱墅,建国北路 ,云天财富中心,,,
拱墅,建国北路 ,裕达大厦,,,
拱墅,建国北路 ,环城东路298-311号,,,
拱墅,建国北路 ,天园阁,,,
拱墅,建国北路 ,环城北路89号,,,
拱墅,建国北路 ,体育场路2-70号,,,
拱墅,建国北路 ,环东公寓,,,
拱墅,建国北路 ,东园大楼,,,
拱墅,建国北路 ,晶晶大厦,,,
拱墅,建国北路 ,石板巷新村,,,
拱墅,建国北路 ,工人新村,,,
拱墅,建国北路 ,东园高层公寓,,,
拱墅,建国北路 ,羊千弄,,,
拱墅,建国北路 ,东园巷,,,
拱墅,建国北路 ,刀茅巷173-178号,,,
拱墅,建国北路 ,永康苑,,,
拱墅,建国北路 ,天赐苑,,,
拱墅,建国北路 ,东园小区,,,
拱墅,建国北路 ,树园,,,
拱墅,建国北路 ,锦园小区,,,
拱墅,建国北路 ,骆驼桥东河下,,,
拱墅,建国北路 ,环城东路240号,,,
拱墅,建国北路 ,艮园社区,,,
拱墅,建国北路 ,中江花园,,,
拱墅,建国北路 ,东园街39号,,,
拱墅,建国北路 ,建国北路,,,
拱墅,建国北路 ,所巷,,,
拱墅,建国北路 ,大树路3号,,,
拱墅,建国北路 ,春丰苑,,,
拱墅,建国北路 ,莫衙营,,,
拱墅,建国北路 ,云裳公寓,,,
拱墅,建国北路 ,温馨家园,,,
拱墅,建国北路 ,宝善公寓,,,
拱墅,建国北路 ,利兹城市公寓,,,
拱墅,建国北路 ,广宇河滨公寓,,,
拱墅,建国北路 ,体育场路91号,,,
拱墅,建国北路 ,东河春晓,,,
拱墅,建国北路 ,绿城兰园,,,
拱墅, 流水苑 ,通宝商厦,,,
拱墅, 流水苑 ,钛合国际,,,
拱墅, 流水苑 ,朝晖路100号,,,
拱墅, 流水苑 ,联锦大厦,,,
拱墅, 流水苑 ,朝晖路90号,,,
拱墅, 流水苑 ,建国北路785号,,,
拱墅, 流水苑 ,张官弄,,,
拱墅, 流水苑 ,打铁关路,,,
拱墅, 流水苑 ,环城北路80号,,,
拱墅, 流水苑 ,环城北路94号,,,
拱墅, 流水苑 ,艮山上,,,
拱墅, 流水苑 ,环城北路122号,,,
拱墅, 流水苑 ,绿洲吉家,,,
拱墅, 流水苑 ,环城北路六弄,,,
拱墅, 流水苑 ,嘉汇大厦,,,
拱墅, 流水苑 ,河罕上,,,
拱墅, 流水苑 ,打铁关外聘楼,,,
拱墅, 流水苑 ,"朝晖路81,85,89号",,,
拱墅, 流水苑 ,流水东苑,,,
拱墅, 流水苑 ,流水苑,,,
拱墅, 流水苑 ,沙田里,,,
拱墅, 流水苑 ,京都苑,,,
拱墅, 流水苑 ,流水北苑,,,
拱墅, 流水苑 ,施家花园,,,
拱墅, 流水苑 ,和平小区,,,
拱墅, 流水苑 ,河西南38号,,,
拱墅, 流水苑 ,雅兰公寓,,,
拱墅, 流水苑 ,平凡里公寓,,,
拱墅, 流水苑 ,艮山福居,,,
拱墅, 流水苑 ,绿洲之馨公寓,,,
拱墅, 流水苑 ,星都嘉苑,,,
拱墅, 流水苑 ,环城北路56号,,,
拱墅, 流水苑 ,环城北路54号,,,
拱墅, 流水苑 ,滨河公寓,,,
拱墅, 流水苑 ,绿洲花园,,,
拱墅, 流水苑 ,光辉岁月,,,
拱墅, 流水苑 ,金都华庭,,,
拱墅, 流水苑 ,朝晖路138号,,,
拱墅,桥西,易构大厦,,,
拱墅,桥西,富越香郡盈座,,,
拱墅,桥西,方正360空间大厦,,,
拱墅,桥西,宜家时代,,,
拱墅,桥西,绿城运河郡,,,
拱墅,桥西,瑞浩珺公馆,,,
拱墅,桥西,西瑞大厦,,,
拱墅,桥西,运河公馆,,,
拱墅,桥西,运河万科中心,,,
拱墅,桥西,渡驾新村,,,
拱墅,桥西,登云路195号,,,
拱墅,桥西,新安天苑,,,
拱墅,桥西,吉如家园,,,
拱墅,桥西,锦文雅苑,,,
拱墅,桥西,名城燕园,,,
拱墅,桥西,凯德视界,,,
拱墅,桥西,锦绣文澜阁,,,
拱墅,桥西,锦秀兰庭,,,
拱墅,桥西,嘉泰馨庭,,,
拱墅,桥西,杭印路,,,
拱墅,桥西,天阳上河,,,
拱墅,桥西,德信银树湾,,,
拱墅,桥西,信步闲庭,,,
拱墅,桥西,富越香郡,,,
拱墅,桥西,南北西岸,,,
拱墅,桥西,风景大院,,,
拱墅,桥西,小河东河下54号,,,
拱墅,桥西,小河路,,,
拱墅,桥西,凯德龙湾,,,
拱墅,桥西,顺发吉祥半岛,,,
拱墅,桥西,小河东河下,,,
拱墅,桥西,小河路338号,,,
拱墅,桥西,名城公馆,,,
拱墅,桥西,金瑞城市风景,,,
拱墅,桥西,九龙仓碧玺,,,
拱墅,桥西,德信臻园,,,
拱墅,桥西,同和里,,,
拱墅,桥西,远洋大河宸章,,,
拱墅,桥西,金地大运宸府,,,
拱墅,桥西,绿城运河宸园,,,
拱墅,桥西,吉祥寺弄,,,
拱墅,桥西,小河东河下58号,,,
拱墅,桥西,如意里,,,
拱墅,桥西,敬胜里,,,
拱墅,桥西,绿城江南里,,,
西湖,三墩,西城博司,,,
西湖,三墩,创美华彩国际,,,
西湖,三墩,E30中心,,,
西湖,三墩,西田公馆,,,
西湖,三墩,汇禾领府,,,
西湖,三墩,红杉雅园,,,
西湖,三墩,紫润国际,,,
西湖,三墩,远大金地中心,,,
西湖,三墩,浙港城市公馆,,,
西湖,三墩,金地广场,,,
西湖,三墩,丰盛九玺,,,
西湖,三墩,浙大森林,,,
西湖,三墩,春树云筑,,,
西湖,三墩,西塘花苑,,,
西湖,三墩,厚诚桥村,,,
西湖,三墩,金源公寓(西湖),,,
西湖,三墩,五幸金座,,,
西湖,三墩,厚诚路19号,,,
西湖,三墩,卸紫家园,,,
西湖,三墩,三墩新天地商业中心,,,
西湖,三墩,三墩街100号小区,,,
西湖,三墩,三墩街22号,,,
西湖,三墩,慧仁家园北区,,,
西湖,三墩,厚诚路,,,
西湖,三墩,铭雅苑东区,,,
西湖,三墩,铭雅苑西区,,,
西湖,三墩,佳苑公寓,,,
西湖,三墩,五幸家园北区,,,
西湖,三墩,德萃公寓,,,
西湖,三墩,亲亲家园一期,,,
西湖,三墩,同仁家园,,,
西湖,三墩,亲亲家园二期,,,
西湖,三墩,乾成园,,,
西湖,三墩,杭三公寓,,,
西湖,三墩,都市水乡水涟苑,,,
西湖,三墩,都市水乡水滟苑,,,
西湖,三墩,厚诚公寓,,,
西湖,三墩,长青嘉苑,,,
西湖,三墩,五幸家园南区,,,
西湖,三墩,都市水乡水起苑,,,
西湖,三墩,古墩路1326号,,,
西湖,三墩,绿城西溪深蓝,,,
西湖,三墩,市水乡水映苑,,,
西湖,三墩,杭五建宿舍,,,
西湖,三墩,润达花园,,,
西湖,三墩,新星小区,,,
西湖,三墩,都市水乡水清苑,,,
西湖,三墩,新世纪花苑,,,
西湖,三墩,亲亲家园三期,,,
西湖,三墩,五幸银座,,,
西湖,三墩,同仁家园金涛港,,,
西湖,三墩,东蒋新桥,,,
西湖,三墩,慧仁家园南区,,,
西湖,三墩,三墩街241号,,,
西湖,三墩,嘉华公寓,,,
西湖,三墩,三墩街285号,,,
西湖,三墩,厚诚路110号,,,
西湖,三墩,西河口小区,,,
西湖,三墩,信鸿花园北区,,,
西湖,三墩,都市水乡水曲苑,,,
西湖,三墩,都市水乡水月苑,,,
西湖,三墩,都市水乡水秀苑,,,
西湖,三墩,信鸿花园南区,,,
西湖,三墩,厚诚路128号,,,
西湖,三墩,都市水乡水碧苑,,,
西湖,三墩,金厦公寓,,,
西湖,三墩,厚诚路26号,,,
西湖,三墩,振华路7号,,,
西湖,三墩,金穗公寓,,,
西湖,三墩,亲亲家园四期,,,
西湖,三墩,三墩街269号,,,
西湖,三墩,双港路,,,
西湖,三墩,协安蓝郡,,,
西湖,三墩,金地自在城悦活轩,,,
西湖,三墩,白马尊邸,,,
西湖,三墩,三墩美都公寓,,,
西湖,三墩,中海紫藤苑,,,
西湖,三墩,西河口,,,
西湖,三墩,三墩颐景园,,,
西湖,三墩,阳光郡,,,
西湖,三墩,金地自在城乐活湾,,,
西湖,三墩,兰韵天城,,,
西湖,三墩,金地自在城林溪里,,,
西湖,三墩,金地栖霞居,,,
西湖,三墩,金辉紫雅云邸,,,
西湖,三墩,金地自在城求学里,,,
西湖,三墩,紫金港湾,,,
西湖,三墩,金地自在城玛瑙湾,,,
西湖,三墩,云谷公寓,,,
西湖,三墩,中国铁建西湖国际城,,,
西湖,三墩,金地自在城东苑,,,
西湖,三墩,协安紫郡,,,
西湖,三墩,远洋建华宸章新邸,,,
西湖,三墩,金地自在城鹭影轩,,,
西湖,三墩,中海金溪园,,,
西湖,三墩,荣安招商祥宸府,,,
西湖,三墩,乾晖里,,,
西湖,三墩,蓝爵白马尊邸,,,
西湖,三墩,金帝花园,,,
西湖,三墩,庙前街,,,
西湖,三墩,金地自在城十方别墅,,,
拱墅,三里亭 ,联合麦田,,,
拱墅,三里亭 ,白云大厦,,,
拱墅,三里亭 ,东方时代中心,,,
拱墅,三里亭 ,杰立公馆,,,
拱墅,三里亭 ,秋涛北路322号,,,
拱墅,三里亭 ,董家村住宅,,,
拱墅,三里亭 ,天城路60-8号,,,
拱墅,三里亭 ,机场路137号,,,
拱墅,三里亭 ,工农路,,,
拱墅,三里亭 ,三里家园一区,,,
拱墅,三里亭 ,三里家园三区,,,
拱墅,三里亭 ,水岸雅苑,,,
拱墅,三里亭 ,三里家园二区,,,
拱墅,三里亭 ,三里亭一区,,,
拱墅,三里亭 ,三里亭苑二区,,,
拱墅,三里亭 ,蓝天公寓,,,
拱墅,三里亭 ,三里亭苑四区,,,
拱墅,三里亭 ,机场路1巷64号院,,,
拱墅,三里亭 ,三里亭苑三区,,,
拱墅,三里亭 ,机场路1巷19号,,,
拱墅,三里亭 ,秋涛北路413号,,,
拱墅,三里亭 ,省机施宿舍,,,
拱墅,三里亭 ,机场路1巷27号,,,
拱墅,三里亭 ,广利佳苑,,,
拱墅,三里亭 ,三里新城橘苑,,,
拱墅,三里亭 ,机场路40号,,,
拱墅,三里亭 ,百合公寓,,,
拱墅,三里亭 ,闻皇庙社区,,,
拱墅,三里亭 ,三里新城桂苑,,,
拱墅,三里亭 ,三里新城竹苑,,,
拱墅,三里亭 ,三里新城兰苑,,,
拱墅,三里亭 ,三里新城荷苑,,,
拱墅,三里亭 ,天成嘉苑,,,
拱墅,三里亭 ,秋涛雅苑,,,
拱墅,三里亭 ,蓝天城市花园,,,
拱墅,三里亭 ,三里新城柳苑,,,
拱墅,三里亭 ,三里新城梅苑,,,
拱墅,三里亭 ,东方丽都花苑,,,
拱墅,三里亭 ,绿城玉兰公寓,,,
拱墅,三里亭 ,克拉公寓,,,
拱墅,三里亭 ,沁园雅舍,,,
拱墅,三里亭 ,运河天城国际,,,
拱墅,三里亭 ,春月锦庐,,,
拱墅,三塘 ,居仕公寓,,,
拱墅,三塘 ,新天地G193广场,,,
拱墅,三塘 ,中粮方圆金街,,,
拱墅,三塘 ,蔚蓝国际大厦,,,
拱墅,三塘 ,阳光银泰城,,,
拱墅,三塘 ,新天地尚座,,,
拱墅,三塘 ,新天地购物中心,,,
拱墅,三塘 ,世嘉铭座,,,
拱墅,三塘 ,三塘高层公寓,,,
拱墅,三塘 ,沈家路56号,,,
拱墅,三塘 ,胜利社区,,,
拱墅,三塘 ,长德公寓,,,
拱墅,三塘 ,天堂园社区纺织厂宿舍,,,
拱墅,三塘 ,电信巷,,,
拱墅,三塘 ,六塘公寓,,,
拱墅,三塘 ,欣景苑,,,
拱墅,三塘 ,长兴公寓,,,
拱墅,三塘 ,三塘桃园,,,
拱墅,三塘 ,广电雅苑,,,
拱墅,三塘 ,东新园望景苑,,,
拱墅,三塘 ,三塘北村,,,
拱墅,三塘 ,三塘南村,,,
拱墅,三塘 ,东新园新湖苑,,,
拱墅,三塘 ,灯塔新村,,,
拱墅,三塘 ,三塘汶园,,,
拱墅,三塘 ,三塘沁园,,,
拱墅,三塘 ,东新园茗盛苑,,,
拱墅,三塘 ,长木里,,,
拱墅,三塘 ,长木新村,,,
拱墅,三塘 ,三塘桂园,,,
拱墅,三塘 ,东新园雪峰苑,,,
拱墅,三塘 ,世嘉君座,,,
拱墅,三塘 ,新天地中心,,,
拱墅,三塘 ,新天地世嘉新座,,,
拱墅,三塘 ,香源公寓,,,
拱墅,三塘 ,三塘竹园,,,
拱墅,三塘 ,东新园东荷星苑,,,
拱墅,三塘 ,西文北苑,,,
拱墅,三塘 ,三塘樱园,,,
拱墅,三塘 ,东新园孚信苑,,,
拱墅,三塘 ,西文东苑,,,
拱墅,三塘 ,善贤人家,,,
拱墅,三塘 ,三塘兰园,,,
拱墅,三塘 ,漾河人家,,,
拱墅,三塘 ,长隆公寓,,,
拱墅,三塘 ,漾河公寓,,,
拱墅,三塘 ,西文西苑,,,
拱墅,三塘 ,三塘柳园,,,
拱墅,三塘 ,三塘菊园,,,
拱墅,三塘 ,西文南苑,,,
拱墅,三塘 ,重机巷,,,
拱墅,三塘 ,灯塔豪园,,,
拱墅,三塘 ,华江宿舍,,,
拱墅,三塘 ,水印康庭,,,
拱墅,三塘 ,杭钢宿舍,,,
拱墅,三塘 ,东新路754号,,,
拱墅,三塘 ,东新府,,,
拱墅,三塘 ,万家星城一期,,,
拱墅,三塘 ,万家星城三期,,,
拱墅,三塘 ,香栖天第,,,
拱墅,三塘 ,重机宿舍,,,
拱墅,三塘 ,俞汇巷小区,,,
拱墅,三塘 ,万家星城二期,,,
拱墅,三塘 ,中粮方圆府,,,
拱墅,三塘 ,香石公寓,,,
拱墅,三塘 ,重机巷64号,,,
拱墅,三塘 ,九龙仓天御,,,
拱墅,三塘 ,荣安春熙上和湾,,,
拱墅,三塘 ,春来枫华,,,
拱墅,三塘 ,美岸栖庭,,,
拱墅,三塘 ,阳光城檀映里,,,
拱墅,三塘 ,万和玺园,,,
西湖,申花 ,爱尚里,,,
西湖,申花 ,复地壹中心,,,
西湖,申花 ,同人精华,,,
西湖,申花 ,申瑞国际金座,,,
西湖,申花 ,五洲国际广场,,,
西湖,申花 ,中天西城纪,,,
西湖,申花 ,蓝钻天成,,,
西湖,申花 ,德泰御峰大厦,,,
西湖,申花 ,莱茵矩阵国际,,,
西湖,申花 ,同人广场,,,
西湖,申花 ,申瑞国际银座,,,
西湖,申花 ,浙港国际,,,
西湖,申花 ,赞成星谷,,,
西湖,申花 ,中交财富中心,,,
西湖,申花 ,城西银泰城,,,
西湖,申花 ,汉港武林汇,,,
西湖,申花 ,城北商贸园,,,
西湖,申花 ,望月公寓,,,
西湖,申花 ,龙申剑桥公社,,,
西湖,申花 ,天虹公寓,,,
西湖,申花 ,龙湖紫金上城,,,
西湖,申花 ,祥符路,,,
西湖,申花 ,申花掬月,,,
西湖,申花 ,陈家桥南街12号,,,
西湖,申花 ,三墩镇中学弄,,,
西湖,申花 ,祥符佳苑,,,
西湖,申花 ,秀月家园南区,,,
西湖,申花 ,新华苑,,,
西湖,申花 ,秀月家园北区,,,
西湖,申花 ,资辉壹方汇,,,
西湖,申花 ,秀里华庭,,,
西湖,申花 ,梁申花百悦公馆,,,
西湖,申花 ,景致公寓,,,
西湖,申花 ,祥符新村,,,
西湖,申花 ,方家花苑,,,
西湖,申花 ,和睦公寓,,,
西湖,申花 ,秀月家园桂月苑,,,
西湖,申花 ,钧顺申花金座,,,
西湖,申花 ,花园岗和苑,,,
西湖,申花 ,拱苑小区东区,,,
西湖,申花 ,天阳美林湾,,,
西湖,申花 ,拱苑小区西区,,,
西湖,申花 ,西行路21号（供销社宿舍）,,,
西湖,申花 ,阮家居,,,
西湖,申花 ,华方新村,,,
西湖,申花 ,花园岗公寓,,,
西湖,申花 ,化纤新村,,,
西湖,申花 ,阮家桥公寓,,,
西湖,申花 ,宝嘉誉府,,,
西湖,申花 ,申花印月,,,
西湖,申花 ,西铭苑,,,
西湖,申花 ,首开国风美域,,,
西湖,申花 ,三坝雅苑,,,
西湖,申花 ,化纤公寓,,,
西湖,申花 ,三坝公寓,,,
西湖,申花 ,中旅紫金名门,,,
西湖,申花 ,景瑞申花郡,,,
西湖,申花 ,金地繁华里,,,
西湖,申花 ,和苑小区,,,
西湖,申花 ,丽晶湾,,,
西湖,申花 ,雍景湾(拱墅),,,
西湖,申花 ,政苑小区C区,,,
西湖,申花 ,陈家桥南街,,,
西湖,申花 ,政苑小区B区,,,
西湖,申花 ,芳满庭,,,
西湖,申花 ,紫金文苑,,,
西湖,申花 ,当弄新村,,,
西湖,申花 ,勤丰小区,,,
西湖,申花 ,上郡,,,
西湖,申花 ,港湾家园,,,
西湖,申花 ,政苑小区A区,,,
西湖,申花 ,雍荣华庭,,,
西湖,申花 ,万家花城一期,,,
西湖,申花 ,昆仑橡树园,,,
西湖,申花 ,万家花城二期,,,
西湖,申花 ,政苑小区D区,,,
西湖,申花 ,汀澜府,,,
西湖,申花 ,金茂悦,,,
西湖,申花 ,融信孔雀蓝郡,,,
西湖,申花 ,保利香槟国际,,,
西湖,申花 ,融信孔雀蓝轩,,,
西湖,申花 ,荣安春月杭宁府,,,
西湖,申花 ,新城金镶玉,,,
西湖,申花 ,莱德绅华府,,,
西湖,申花 ,上尚庭,,,
西湖,申花 ,天阳尚景国际二期,,,
西湖,申花 ,景瑞申花壹号院,,,
西湖,申花 ,九龙仓珑玺,,,
西湖,申花 ,丽阳苑,,,
西湖,申花 ,浙旅德信西宸,,,
西湖,申花 ,绿城慧园,,,
西湖,申花 ,冠苑小区,,,
西湖,申花 ,欣盛东方福邸,,,
西湖,申花 ,圣苑小区,,,
西湖,申花 ,天阳尚景国际,,,
西湖,申花 ,滨江紫金府,,,
西湖,申花 ,西城年华,,,
西湖,申花 ,水色宜居,,,
西湖,申花 ,耀江文鼎苑,,,
西湖,申花 ,碧桂园西江月,,,
西湖,申花 ,广宇西城美墅,,,
西湖,申花 ,合景天銮,,,
西湖,申花 ,九龙仓臻玺,,,
西湖,申花 ,天尔名庭,,,
西湖,申花 ,天珏华庭,,,
西湖,申花 ,九龙仓华发荟品天语城,,,
西湖,申花 ,盛景琥林名邸,,,
西湖,申花 ,杭房建发养云静舍,,,
西湖,申花 ,绿城建发沁园,,,
西湖,申花 ,融创宜和园,,,
拱墅,石桥 ,华悦大厦,,,
拱墅,石桥 ,泰地北上新城,,,
拱墅,石桥 ,怡乐银座,,,
拱墅,石桥 ,海辰水岸晶座,,,
拱墅,石桥 ,永富大厦,,,
拱墅,石桥 ,天堂园轴承宿舍,,,
拱墅,石桥 ,北景园水镜苑,,,
拱墅,石桥 ,石桥路,,,
拱墅,石桥 ,北景园荷风苑,,,
拱墅,石桥 ,天堂园汽轮宿舍,,,
拱墅,石桥 ,北景园枫丹苑,,,
拱墅,石桥 ,北景园兰清苑,,,
拱墅,石桥 ,北景园月桂苑,,,
拱墅,石桥 ,北景园紫荆苑,,,
拱墅,石桥 ,景翠公寓,,,
拱墅,石桥 ,北景园菊香苑,,,
拱墅,石桥 ,北景园芳洲苑,,,
拱墅,石桥 ,景洲公寓,,,
拱墅,石桥 ,新沁家园,,,
拱墅,石桥 ,石桥设计二院,,,
拱墅,石桥 ,赞成武林里,,,
拱墅,石桥 ,元都新景公寓,,,
拱墅,石桥 ,田逸之星,,,
拱墅,石桥 ,北景园莲趣苑,,,
拱墅,石桥 ,北景园竹邻苑,,,
拱墅,石桥 ,杨家春晓北苑,,,
拱墅,石桥 ,润和亿城嘉园,,,
拱墅,石桥 ,杨家春晓南苑,,,
拱墅,石桥 ,通和都市枫林,,,
拱墅,石桥 ,嘉里桦枫居北区,,,
拱墅,石桥 ,元都新苑,,,
拱墅,石桥 ,亿城雅苑,,,
拱墅,石桥 ,祥和人家,,,
拱墅,石桥 ,华润翠庭,,,
拱墅,石桥 ,万泰新语,,,
拱墅,石桥 ,嘉里桦枫居南区,,,
拱墅,石桥 ,新鼎家园,,,
拱墅,石桥 ,春语蓝庭,,,
拱墅,石桥 ,春和云境,,,
拱墅,丝绸城 ,岳家湾,,,
拱墅,丝绸城 ,西健康路,,,
拱墅,丝绸城 ,新华坊社区,,,
拱墅,丝绸城 ,助圣庙前35号,,,
拱墅,丝绸城 ,十五家园,,,
拱墅,丝绸城 ,小庙巷16号,,,
拱墅,丝绸城 ,贡院,,,
拱墅,丝绸城 ,幸福人家,,,
拱墅,丝绸城 ,健康公寓,,,
拱墅,丝绸城 ,青龙苑,,,
拱墅,丝绸城 ,金鹿雅园,,,
拱墅,天水 ,茂泰世纪大楼,,,
拱墅,天水 ,西子大厦,,,
拱墅,天水 ,九鼎名仕顿商务楼,,,
拱墅,天水 ,中山北路446号,,,
拱墅,天水 ,中山北路556号,,,
拱墅,天水 ,中山北路363号,,,
拱墅,天水 ,小北门,,,
拱墅,天水 ,中山北路558号,,,
拱墅,天水 ,天水巷,,,
拱墅,天水 ,后营弄,,,
拱墅,天水 ,三华园,,,
拱墅,天水 ,中山北路361~371号,,,
拱墅,天水 ,胭脂新村,,,
拱墅,天水 ,中山北路412号,,,
拱墅,天水 ,社坛苑,,,
拱墅,天水 ,中山北路319号,,,
拱墅,天水 ,中山北路361号,,,
拱墅,天水 ,下焦营巷,,,
拱墅,天水 ,屏风苑小区,,,
拱墅,天水 ,中山北路379号,,,
拱墅,天水 ,玄坛弄,,,
拱墅,天水 ,社坛巷,,,
拱墅,天水 ,慎修里,,,
拱墅,天水 ,玄坛公寓,,,
拱墅,天水 ,凤起路386号,,,
拱墅,天水 ,中山北路450号,,,
拱墅,天水 ,平安居,,,
拱墅,天水 ,皇亲苑,,,
